congress-num,congress-text,session,majority,minority,clerk,weburl,publish-date,data-retrieve-datetime
118,One Hundred Eighteenth Congress,2,R,D,KEVIN F. McCUMBER,https://clerk.house.gov,"March 22, 2024",2024-03-29 05:17:02
